id,customer_id,status,order_date,total
1,279,PENDING,2023-03-08 14:06:00+0000,1388.55
2,922,CANCELLED,2023-01-30 09:28:00+0000,3662.04
3,524,SHIPPED,2023-11-27 14:24:00+0000,3377.02
4,10,SHIPPED,2023-01-07 07:19:00+0000,1549.5
5,687,SHIPPED,2023-02-11 14:57:00+0000,522.8
6,229,PENDING,2023-09-24 01:43:00+0000,292.08
7,224,PAID,2023-04-20 13:32:00+0000,2005.64
8,559,PAID,2023-11-21 11:41:00+0000,587.78
9,341,PAID,2023-02-02 11:46:00+0000,477.01
10,165,PAID,2023-09-12 18:41:00+0000,3228.39
11,820,CANCELLED,2023-04-01 00:14:00+0000,197.79
12,989,PENDING,2023-09-16 12:14:00+0000,2925.18
13,756,PAID,2023-08-08 02:14:00+0000,2318.29
14,412,SHIPPED,2024-01-30 06:02:00+0000,3162.78
15,626,PAID,2024-01-12 14:29:00+0000,1494.18
16,496,CANCELLED,2023-06-11 04:43:00+0000,545.67
17,82,PENDING,2023-07-17 13:37:00+0000,3843.1
18,949,PENDING,2023-07-10 18:39:00+0000,725.49
19,156,PENDING,2023-11-03 12:02:00+0000,3301.88
20,441,SHIPPED,2023-05-01 07:00:00+0000,244.69
21,631,CANCELLED,2023-08-23 08:24:00+0000,2198.32
22,26,SHIPPED,2024-01-11 03:02:00+0000,1050.49
23,574,PAID,2023-11-27 04:14:00+0000,2690.88
24,756,CANCELLED,2024-02-02 15:58:00+0000,3259.42
25,665,CANCELLED,2024-01-02 13:11:00+0000,3379.85
26,221,SHIPPED,2023-11-20 07:28:00+0000,1354.73
27,156,PENDING,2023-05-05 15:14:00+0000,2403.75
28,647,PENDING,2023-01-08 05:06:00+0000,115.95
29,27,SHIPPED,2023-03-09 07:30:00+0000,1172.85
30,953,PENDING,2023-09-24 21:24:00+0000,907.14
31,471,SHIPPED,2023-08-12 12:08:00+0000,1331.48
32,267,SHIPPED,2023-09-14 19:17:00+0000,652.42
33,385,PENDING,2023-05-09 06:47:00+0000,4000.32
34,300,CANCELLED,2023-02-21 04:00:00+0000,2948.62
35,559,SHIPPED,2023-12-01 01:26:00+0000,2126.02
36,214,PAID,2023-10-20 22:59:00+0000,887.19
37,273,CANCELLED,2023-05-26 21:15:00+0000,5021.43
38,35,PAID,2023-05-10 22:40:00+0000,4411.91
39,752,CANCELLED,2023-10-09 22:58:00+0000,1597.88
40,496,CANCELLED,2023-05-25 02:42:00+0000,1973.16
41,607,SHIPPED,2024-01-17 01:55:00+0000,2055.85
42,763,PAID,2023-11-15 14:53:00+0000,1777.92
43,890,SHIPPED,2023-06-28 02:49:00+0000,3874.86
44,840,PENDING,2023-10-19 16:58:00+0000,2321.01
45,599,PAID,2023-08-23 22:29:00+0000,3866.94
46,15,SHIPPED,2023-03-25 18:49:00+0000,230.59
47,821,PENDING,2023-07-01 00:43:00+0000,2614.48
48,745,CANCELLED,2023-12-19 21:34:00+0000,1595.8
49,639,SHIPPED,2023-06-10 17:36:00+0000,976.96
50,709,CANCELLED,2023-04-07 12:55:00+0000,52.99
51,146,PAID,2023-04-13 07:09:00+0000,1257.72
52,917,PENDING,2023-09-09 00:38:00+0000,1021.37
53,888,SHIPPED,2023-04-09 20:49:00+0000,2018.99
54,51,PAID,2023-06-16 05:17:00+0000,68.43
55,33,SHIPPED,2023-10-29 03:24:00+0000,458.01
56,57,PAID,2023-08-27 00:43:00+0000,2137.84
57,155,SHIPPED,2023-11-18 14:25:00+0000,1989.48
58,600,SHIPPED,2023-11-24 06:32:00+0000,2347.02
59,874,PAID,2024-01-27 20:44:00+0000,1473.52
60,22,SHIPPED,2023-09-14 07:44:00+0000,1700.23
61,884,PENDING,2023-03-03 13:56:00+0000,1265.68
62,731,SHIPPED,2023-10-18 17:09:00+0000,2642.75
63,494,PENDING,2023-03-04 07:33:00+0000,3841.8
64,283,PENDING,2023-09-18 16:23:00+0000,2430.42
65,954,PENDING,2023-07-15 00:41:00+0000,1960.43
66,800,PAID,2023-07-09 20:15:00+0000,1919.0
67,684,SHIPPED,2023-06-06 05:32:00+0000,2174.67
68,373,SHIPPED,2023-03-28 13:37:00+0000,2675.6
69,153,PENDING,2023-07-29 06:07:00+0000,3139.02
70,955,CANCELLED,2023-06-09 21:19:00+0000,1187.83
71,656,SHIPPED,2023-05-16 23:24:00+0000,2223.03
72,753,PAID,2023-07-27 08:52:00+0000,166.2
73,536,CANCELLED,2023-08-22 00:09:00+0000,2296.54
74,43,CANCELLED,2023-11-18 03:32:00+0000,4242.51
75,3,PAID,2023-10-13 22:37:00+0000,648.28
76,516,CANCELLED,2023-09-11 17:04:00+0000,2537.47
77,432,SHIPPED,2024-01-04 14:44:00+0000,2028.93
78,429,PAID,2024-02-04 11:00:00+0000,471.18
79,16,PAID,2023-01-05 07:41:00+0000,50.0
80,200,SHIPPED,2023-11-06 13:53:00+0000,366.2
81,84,SHIPPED,2023-03-22 13:48:00+0000,3081.68
82,155,PENDING,2023-11-14 13:21:00+0000,1122.29
83,63,CANCELLED,2023-01-08 15:28:00+0000,59.26
84,342,CANCELLED,2023-02-02 14:33:00+0000,1844.71
85,519,SHIPPED,2023-07-01 06:20:00+0000,4182.32
86,996,CANCELLED,2023-01-20 08:28:00+0000,3507.17
87,49,PAID,2023-12-14 03:20:00+0000,2346.76
88,933,SHIPPED,2023-04-01 02:48:00+0000,2358.96
89,679,CANCELLED,2023-04-05 10:30:00+0000,1363.1
90,209,PAID,2023-01-22 09:48:00+0000,3562.39
91,240,PENDING,2023-01-08 12:47:00+0000,1729.2
92,310,SHIPPED,2023-02-19 06:14:00+0000,1636.53
93,385,CANCELLED,2023-06-22 20:36:00+0000,3465.18
94,58,PAID,2023-05-14 09:48:00+0000,1869.55
95,573,CANCELLED,2023-06-19 16:02:00+0000,2002.97
96,258,CANCELLED,2023-11-13 02:22:00+0000,4836.04
97,319,PAID,2023-06-23 07:01:00+0000,842.73
98,535,PENDING,2023-10-14 04:38:00+0000,1854.47
99,676,PENDING,2024-01-24 07:08:00+0000,788.91
100,637,PENDING,2023-01-22 02:45:00+0000,1297.76
101,519,PAID,2023-06-04 00:51:00+0000,123.79
102,62,PAID,2023-08-16 13:56:00+0000,1049.81
103,765,SHIPPED,2023-09-17 06:30:00+0000,1277.35
104,147,SHIPPED,2023-01-08 18:18:00+0000,1153.84
105,740,SHIPPED,2023-04-16 01:04:00+0000,760.59
106,568,CANCELLED,2023-06-19 07:23:00+0000,4085.95
107,348,PAID,2023-11-14 07:24:00+0000,2987.2
108,409,CANCELLED,2023-07-05 12:36:00+0000,2047.65
109,260,PENDING,2024-01-02 17:30:00+0000,3234.82
110,621,PENDING,2023-11-07 22:53:00+0000,933.42
111,25,PAID,2023-09-22 11:43:00+0000,2653.94
112,411,SHIPPED,2023-08-01 20:48:00+0000,921.88
113,406,CANCELLED,2023-05-09 03:57:00+0000,433.87
114,135,SHIPPED,2023-06-23 21:05:00+0000,3079.32
115,515,PENDING,2023-08-04 23:50:00+0000,3410.24
116,857,PAID,2023-05-03 19:03:00+0000,2846.36
117,277,SHIPPED,2023-05-08 12:06:00+0000,1709.61
118,910,PENDING,2023-05-04 08:47:00+0000,4941.52
119,772,CANCELLED,2023-04-21 05:49:00+0000,1932.48
120,400,SHIPPED,2023-10-28 00:43:00+0000,4071.28
121,513,SHIPPED,2023-01-06 02:07:00+0000,17.68
122,887,PENDING,2023-05-30 13:16:00+0000,2241.63
123,687,PENDING,2024-01-28 17:31:00+0000,2289.26
124,345,CANCELLED,2023-11-16 17:49:00+0000,1281.37
125,750,PENDING,2023-05-10 02:28:00+0000,766.91
126,16,PENDING,2023-06-29 12:08:00+0000,2002.61
127,32,PAID,2023-10-23 12:05:00+0000,1311.62
128,341,SHIPPED,2023-08-12 20:39:00+0000,1331.79
129,205,SHIPPED,2023-03-07 01:28:00+0000,778.84
130,318,PAID,2023-02-16 07:03:00+0000,2348.23
131,744,SHIPPED,2023-06-20 13:07:00+0000,2771.45
132,801,SHIPPED,2023-12-20 22:49:00+0000,831.81
133,822,CANCELLED,2023-08-11 01:52:00+0000,1172.69
134,756,PENDING,2023-10-07 17:26:00+0000,5731.69
135,442,SHIPPED,2023-07-29 04:05:00+0000,1327.62
136,4,PAID,2023-05-29 10:49:00+0000,872.55
137,225,CANCELLED,2023-02-20 01:24:00+0000,3961.4
138,173,PENDING,2023-01-28 06:07:00+0000,2481.22
139,803,PAID,2023-10-20 01:33:00+0000,1818.93
140,785,PAID,2023-07-23 16:11:00+0000,2369.18
141,772,PENDING,2023-02-13 17:25:00+0000,813.32
142,461,PAID,2023-11-10 07:37:00+0000,1408.38
143,472,CANCELLED,2023-07-09 19:31:00+0000,4913.15
144,613,PENDING,2023-08-03 00:53:00+0000,1914.5
145,28,CANCELLED,2023-03-21 08:17:00+0000,1986.04
146,850,PAID,2023-03-29 09:04:00+0000,1693.32
147,31,PENDING,2023-01-27 10:16:00+0000,1046.94
148,371,PAID,2023-09-09 15:32:00+0000,2710.06
149,889,PAID,2023-06-22 01:45:00+0000,606.11
150,328,CANCELLED,2023-11-20 01:45:00+0000,2241.14
151,129,SHIPPED,2023-03-24 14:01:00+0000,1616.74
152,27,PAID,2023-11-29 04:05:00+0000,97.59
153,852,PAID,2023-01-29 03:47:00+0000,255.03
154,340,SHIPPED,2023-12-26 12:14:00+0000,2307.05
155,162,SHIPPED,2023-02-24 14:43:00+0000,1547.11
156,41,PENDING,2023-05-08 15:30:00+0000,987.08
157,980,CANCELLED,2023-09-07 15:41:00+0000,911.24
158,297,PAID,2023-09-28 21:35:00+0000,1786.98
159,280,PENDING,2024-01-13 07:00:00+0000,1566.37
160,416,PENDING,2024-01-31 06:13:00+0000,1986.89
161,646,PENDING,2023-03-02 23:01:00+0000,1937.72
162,271,CANCELLED,2023-12-21 05:43:00+0000,2007.32
163,660,SHIPPED,2023-05-25 09:27:00+0000,4377.9
164,447,PENDING,2023-03-16 00:38:00+0000,1541.15
165,315,PAID,2023-08-21 07:26:00+0000,110.55
166,590,SHIPPED,2023-10-04 11:15:00+0000,1712.55
167,581,PENDING,2023-05-24 20:17:00+0000,174.03
168,958,PAID,2023-07-11 20:21:00+0000,1941.41
169,403,CANCELLED,2023-07-17 03:04:00+0000,3396.33
170,766,PENDING,2024-01-25 20:59:00+0000,3183.07
171,836,PAID,2024-01-16 23:04:00+0000,2027.18
172,515,SHIPPED,2023-09-07 17:24:00+0000,3562.8
173,562,CANCELLED,2023-10-11 09:13:00+0000,733.09
174,293,SHIPPED,2023-05-13 15:44:00+0000,1550.83
175,61,SHIPPED,2023-11-15 23:49:00+0000,1261.0
176,52,SHIPPED,2023-12-06 13:04:00+0000,1528.58
177,660,SHIPPED,2023-07-28 19:36:00+0000,2390.21
178,28,PENDING,2023-08-29 19:28:00+0000,2773.47
179,339,SHIPPED,2023-12-11 20:09:00+0000,849.2
180,777,CANCELLED,2023-03-16 05:30:00+0000,777.05
181,340,CANCELLED,2023-07-21 20:10:00+0000,3643.56
182,78,SHIPPED,2023-05-03 00:38:00+0000,1137.74
183,631,SHIPPED,2023-11-20 15:44:00+0000,376.72
184,25,CANCELLED,2023-05-11 05:08:00+0000,401.96
185,710,PENDING,2023-09-19 20:15:00+0000,3068.28
186,263,PENDING,2023-03-10 21:31:00+0000,583.92
187,390,SHIPPED,2023-11-25 08:49:00+0000,4122.48
188,781,CANCELLED,2023-11-29 04:38:00+0000,297.89
189,110,CANCELLED,2024-01-20 06:37:00+0000,1179.18
190,311,PAID,2023-12-09 15:29:00+0000,281.25
191,355,PENDING,2023-12-03 17:35:00+0000,1495.5
192,598,PAID,2023-01-23 15:13:00+0000,1414.02
193,969,PENDING,2023-06-20 20:56:00+0000,2331.73
194,122,CANCELLED,2023-11-22 10:08:00+0000,378.09
195,36,PENDING,2023-01-17 12:08:00+0000,2650.27
196,451,SHIPPED,2023-01-16 08:34:00+0000,788.32
197,602,PENDING,2023-11-13 05:05:00+0000,3183.68
198,13,PAID,2023-03-08 18:56:00+0000,2760.34
199,586,PENDING,2023-09-06 14:47:00+0000,1752.28
200,204,PENDING,2023-06-19 11:11:00+0000,1943.96
201,758,CANCELLED,2023-08-31 00:53:00+0000,1420.44
202,341,CANCELLED,2023-01-17 21:44:00+0000,833.25
203,949,CANCELLED,2023-08-10 10:48:00+0000,2957.99
204,250,PENDING,2023-02-01 19:01:00+0000,35.36
205,688,PAID,2023-02-17 02:38:00+0000,2576.88
206,874,PAID,2023-07-25 23:12:00+0000,2572.76
207,777,CANCELLED,2023-02-16 04:53:00+0000,1605.39
208,920,CANCELLED,2024-01-15 14:50:00+0000,881.41
209,972,CANCELLED,2023-12-30 04:00:00+0000,2271.46
210,236,PAID,2023-01-30 07:25:00+0000,3690.68
211,439,PAID,2023-08-14 20:10:00+0000,888.13
212,875,PAID,2023-07-17 05:35:00+0000,318.16
213,598,PAID,2023-12-30 19:52:00+0000,3430.19
214,553,PAID,2023-06-19 10:58:00+0000,684.91
215,641,PENDING,2023-10-04 00:22:00+0000,1263.17
216,273,SHIPPED,2023-06-18 05:59:00+0000,1001.26
217,780,PAID,2023-12-27 13:27:00+0000,157.37
218,405,PENDING,2023-06-17 12:28:00+0000,1181.62
219,554,CANCELLED,2023-10-01 01:52:00+0000,2388.57
220,269,PENDING,2023-10-08 23:26:00+0000,2805.97
221,254,CANCELLED,2023-10-24 22:33:00+0000,3826.96
222,727,PENDING,2023-08-27 02:46:00+0000,2961.29
223,887,PENDING,2023-02-24 17:15:00+0000,1607.44
224,554,PENDING,2023-08-02 08:43:00+0000,1429.5
225,323,CANCELLED,2024-01-29 21:07:00+0000,2034.17
226,463,CANCELLED,2023-09-30 15:19:00+0000,633.16
227,271,PENDING,2023-03-14 16:30:00+0000,1328.72
228,313,PENDING,2023-05-18 04:06:00+0000,1902.41
229,860,SHIPPED,2023-02-07 10:13:00+0000,2669.01
230,480,PAID,2023-08-30 01:41:00+0000,2152.82
231,393,PENDING,2023-04-29 23:45:00+0000,3981.62
232,127,SHIPPED,2024-01-22 02:17:00+0000,1095.54
233,13,CANCELLED,2023-08-04 20:04:00+0000,2787.51
234,886,SHIPPED,2023-01-05 20:18:00+0000,413.4
235,734,PENDING,2023-04-20 19:04:00+0000,279.56
236,636,PENDING,2023-08-17 05:37:00+0000,237.06
237,146,PENDING,2024-02-01 07:33:00+0000,2784.73
238,340,CANCELLED,2023-07-05 23:17:00+0000,2070.42
239,501,SHIPPED,2023-04-23 16:32:00+0000,2784.57
240,7,PENDING,2023-09-09 13:50:00+0000,686.67
241,104,PENDING,2024-01-04 13:30:00+0000,2766.94
242,272,CANCELLED,2023-06-20 08:41:00+0000,2364.98
243,796,SHIPPED,2024-01-23 19:48:00+0000,901.83
244,729,SHIPPED,2024-02-04 16:07:00+0000,4030.6
245,790,PAID,2023-08-14 16:49:00+0000,1077.58
246,334,CANCELLED,2023-01-18 05:30:00+0000,1216.46
247,364,PAID,2023-03-31 15:16:00+0000,88.37
248,547,PAID,2023-04-29 06:58:00+0000,88.89
249,575,PAID,2023-09-04 09:16:00+0000,419.05
250,783,PAID,2023-10-19 04:28:00+0000,2749.97
251,948,PAID,2023-03-30 04:58:00+0000,2426.5
252,820,SHIPPED,2024-01-31 20:32:00+0000,3929.39
253,504,SHIPPED,2023-05-05 04:33:00+0000,2795.36
254,697,PENDING,2023-12-06 19:07:00+0000,3760.82
255,512,SHIPPED,2023-10-07 16:54:00+0000,2987.05
